"","Year","Species","Landings","Resolution","Latin.name","Group_wide","Group_high"
"8265",1992,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8266",1993,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8267",1994,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8268",1995,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8269",1996,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8270",1997,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8271",1998,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8272",1999,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8273",2000,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8274",2001,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8275",2002,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8276",2003,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8277",2004,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8278",2005,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8279",2006,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8280",2007,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8281",2008,"Northern prawn",0.25,"species","Pandalus borealis","Crustaceans","Shellfish"
"8282",2009,"Northern prawn",0.5,"species","Pandalus borealis","Crustaceans","Shellfish"
"8283",2010,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8284",2011,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8285",2012,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8286",2013,"Northern prawn",5.47,"species","Pandalus borealis","Crustaceans","Shellfish"
"8287",2014,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8288",2015,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
"8289",2016,"Northern prawn",0,"species","Pandalus borealis","Crustaceans","Shellfish"
